event_date,session_id,customer_id,city,segment,channel,device,category,experiment_group,revenue,event_type
2026-02-16,S0014775,C00144,Mumbai,Occasional,Affiliate,Web,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014775,C00144,Mumbai,Occasional,Affiliate,Web,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014775,C00144,Mumbai,Occasional,Affiliate,Web,Men Casual,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014775,C00144,Mumbai,Occasional,Affiliate,Web,Men Casual,free_shipping_nudge,0,checkout_start
2026-02-16,S0014775,C00144,Mumbai,Occasional,Affiliate,Web,Men Casual,free_shipping_nudge,2152,purchase
2026-02-16,S0014776,C01349,Delhi NCR,Occasional,Affiliate,Web,Kids,control,0,visit
2026-02-16,S0014776,C01349,Delhi NCR,Occasional,Affiliate,Web,Kids,control,0,product_view
2026-02-16,S0014777,C02644,Mumbai,High Value,Paid Search,Android,Men Casual,control,0,visit
2026-02-16,S0014777,C02644,Mumbai,High Value,Paid Search,Android,Men Casual,control,0,product_view
2026-02-16,S0014778,C03512,Pune,New,Push,iOS,Beauty,free_shipping_nudge,0,visit
2026-02-16,S0014779,C05084,Indore,New,Organic,Android,Beauty,free_shipping_nudge,0,visit
2026-02-16,S0014780,C00249,Delhi NCR,Occasional,Push,Android,Men Casual,control,0,visit
2026-02-16,S0014780,C00249,Delhi NCR,Occasional,Push,Android,Men Casual,control,0,product_view
2026-02-16,S0014781,C04241,Bengaluru,Occasional,Organic,Android,Beauty,control,0,visit
2026-02-16,S0014781,C04241,Bengaluru,Occasional,Organic,Android,Beauty,control,0,product_view
2026-02-16,S0014781,C04241,Bengaluru,Occasional,Organic,Android,Beauty,control,0,add_to_cart
2026-02-16,S0014781,C04241,Bengaluru,Occasional,Organic,Android,Beauty,control,0,checkout_start
2026-02-16,S0014782,C04037,Delhi NCR,High Value,Organic,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014782,C04037,Delhi NCR,High Value,Organic,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014783,C00644,Mumbai,Occasional,Organic,Android,Women Ethnic,control,0,visit
2026-02-16,S0014783,C00644,Mumbai,Occasional,Organic,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014783,C00644,Mumbai,Occasional,Organic,Android,Women Ethnic,control,0,add_to_cart
2026-02-16,S0014784,C04338,Bengaluru,New,Influencer,iOS,Men Casual,control,0,visit
2026-02-16,S0014784,C04338,Bengaluru,New,Influencer,iOS,Men Casual,control,0,product_view
2026-02-16,S0014785,C04990,Pune,New,Paid Search,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014785,C04990,Pune,New,Paid Search,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014785,C04990,Pune,New,Paid Search,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014785,C04990,Pune,New,Paid Search,Android,Kids,free_shipping_nudge,0,checkout_start
2026-02-16,S0014786,C04387,Lucknow,New,Push,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014786,C04387,Lucknow,New,Push,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014786,C04387,Lucknow,New,Push,Android,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014787,C01992,Pune,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014787,C01992,Pune,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014788,C04153,Bengaluru,New,Organic,Android,Beauty,control,0,visit
2026-02-16,S0014788,C04153,Bengaluru,New,Organic,Android,Beauty,control,0,product_view
2026-02-16,S0014788,C04153,Bengaluru,New,Organic,Android,Beauty,control,0,add_to_cart
2026-02-16,S0014789,C03688,Hyderabad,Loyal,Organic,Android,Men Casual,control,0,visit
2026-02-16,S0014790,C01097,Indore,New,Organic,Android,Kids,control,0,visit
2026-02-16,S0014791,C03687,Hyderabad,Occasional,Push,iOS,Men Casual,control,0,visit
2026-02-16,S0014791,C03687,Hyderabad,Occasional,Push,iOS,Men Casual,control,0,product_view
2026-02-16,S0014791,C03687,Hyderabad,Occasional,Push,iOS,Men Casual,control,0,add_to_cart
2026-02-16,S0014792,C04497,Pune,New,Influencer,Android,Kids,control,0,visit
2026-02-16,S0014792,C04497,Pune,New,Influencer,Android,Kids,control,0,product_view
2026-02-16,S0014793,C04134,Bengaluru,New,Paid Search,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014793,C04134,Bengaluru,New,Paid Search,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014793,C04134,Bengaluru,New,Paid Search,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014793,C04134,Bengaluru,New,Paid Search,Android,Kids,free_shipping_nudge,0,checkout_start
2026-02-16,S0014794,C01542,Bengaluru,New,Paid Search,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014794,C01542,Bengaluru,New,Paid Search,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014794,C01542,Bengaluru,New,Paid Search,Android,Footwear,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014795,C04069,Bengaluru,High Value,Paid Search,Android,Kids,control,0,visit
2026-02-16,S0014796,C02360,Delhi NCR,New,Organic,Android,Women Ethnic,control,0,visit
2026-02-16,S0014796,C02360,Delhi NCR,New,Organic,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014797,C05121,Delhi NCR,Occasional,Push,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014797,C05121,Delhi NCR,Occasional,Push,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014797,C05121,Delhi NCR,Occasional,Push,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014797,C05121,Delhi NCR,Occasional,Push,Android,Kids,free_shipping_nudge,0,checkout_start
2026-02-16,S0014798,C01055,Bengaluru,Loyal,Organic,Android,Beauty,control,0,visit
2026-02-16,S0014798,C01055,Bengaluru,Loyal,Organic,Android,Beauty,control,0,product_view
2026-02-16,S0014799,C04328,Bengaluru,Loyal,Organic,iOS,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014799,C04328,Bengaluru,Loyal,Organic,iOS,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014800,C00299,Jaipur,New,Organic,iOS,Beauty,control,0,visit
2026-02-16,S0014801,C02721,Mumbai,Occasional,Paid Search,iOS,Kids,control,0,visit
2026-02-16,S0014802,C01921,Jaipur,New,Influencer,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014803,C00167,Hyderabad,Occasional,Paid Search,Web,Women Ethnic,control,0,visit
2026-02-16,S0014803,C00167,Hyderabad,Occasional,Paid Search,Web,Women Ethnic,control,0,product_view
2026-02-16,S0014804,C00466,Delhi NCR,New,Push,Android,Men Casual,control,0,visit
2026-02-16,S0014804,C00466,Delhi NCR,New,Push,Android,Men Casual,control,0,product_view
2026-02-16,S0014805,C03371,Bengaluru,Loyal,Paid Search,Android,Men Casual,control,0,visit
2026-02-16,S0014805,C03371,Bengaluru,Loyal,Paid Search,Android,Men Casual,control,0,product_view
2026-02-16,S0014806,C04504,Delhi NCR,New,Paid Search,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014806,C04504,Delhi NCR,New,Paid Search,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014806,C04504,Delhi NCR,New,Paid Search,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014806,C04504,Delhi NCR,New,Paid Search,Android,Kids,free_shipping_nudge,0,checkout_start
2026-02-16,S0014807,C05082,Bengaluru,Loyal,Organic,Web,Footwear,control,0,visit
2026-02-16,S0014807,C05082,Bengaluru,Loyal,Organic,Web,Footwear,control,0,product_view
2026-02-16,S0014807,C05082,Bengaluru,Loyal,Organic,Web,Footwear,control,0,add_to_cart
2026-02-16,S0014807,C05082,Bengaluru,Loyal,Organic,Web,Footwear,control,0,checkout_start
2026-02-16,S0014808,C03260,Delhi NCR,Occasional,Influencer,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014808,C03260,Delhi NCR,Occasional,Influencer,iOS,Women Ethnic,control,0,product_view
2026-02-16,S0014809,C00687,Jaipur,New,Paid Search,Android,Footwear,control,0,visit
2026-02-16,S0014809,C00687,Jaipur,New,Paid Search,Android,Footwear,control,0,product_view
2026-02-16,S0014810,C02948,Bengaluru,New,Organic,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014810,C02948,Bengaluru,New,Organic,iOS,Women Ethnic,control,0,product_view
2026-02-16,S0014811,C00605,Mumbai,Occasional,Paid Search,Android,Women Ethnic,control,0,visit
2026-02-16,S0014811,C00605,Mumbai,Occasional,Paid Search,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014812,C01894,Delhi NCR,New,Organic,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014812,C01894,Delhi NCR,New,Organic,iOS,Women Ethnic,control,0,product_view
2026-02-16,S0014812,C01894,Delhi NCR,New,Organic,iOS,Women Ethnic,control,0,add_to_cart
2026-02-16,S0014812,C01894,Delhi NCR,New,Organic,iOS,Women Ethnic,control,0,checkout_start
2026-02-16,S0014812,C01894,Delhi NCR,New,Organic,iOS,Women Ethnic,control,3138,purchase
2026-02-16,S0014813,C03938,Bengaluru,New,Push,Android,Men Casual,control,0,visit
2026-02-16,S0014813,C03938,Bengaluru,New,Push,Android,Men Casual,control,0,product_view
2026-02-16,S0014814,C04651,Hyderabad,New,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014814,C04651,Hyderabad,New,Influencer,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014814,C04651,Hyderabad,New,Influencer,Android,Men Casual,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014815,C03947,Jaipur,Loyal,Paid Search,Android,Men Casual,control,0,visit
2026-02-16,S0014816,C03160,Bengaluru,New,Organic,Android,Women Ethnic,control,0,visit
2026-02-16,S0014816,C03160,Bengaluru,New,Organic,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014816,C03160,Bengaluru,New,Organic,Android,Women Ethnic,control,0,add_to_cart
2026-02-16,S0014817,C03015,Hyderabad,New,Paid Search,iOS,Beauty,control,0,visit
2026-02-16,S0014817,C03015,Hyderabad,New,Paid Search,iOS,Beauty,control,0,product_view
2026-02-16,S0014818,C03056,Mumbai,Loyal,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014818,C03056,Mumbai,Loyal,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014819,C04337,Pune,New,Organic,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014819,C04337,Pune,New,Organic,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014820,C02010,Pune,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014820,C02010,Pune,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014820,C02010,Pune,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014820,C02010,Pune,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,checkout_start
2026-02-16,S0014820,C02010,Pune,New,Paid Search,iOS,Men Casual,free_shipping_nudge,1672,purchase
2026-02-16,S0014821,C02983,Pune,New,Organic,iOS,Footwear,control,0,visit
2026-02-16,S0014821,C02983,Pune,New,Organic,iOS,Footwear,control,0,product_view
2026-02-16,S0014822,C02176,Lucknow,Occasional,Influencer,Android,Beauty,control,0,visit
2026-02-16,S0014822,C02176,Lucknow,Occasional,Influencer,Android,Beauty,control,0,product_view
2026-02-16,S0014823,C04297,Mumbai,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014823,C04297,Mumbai,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014824,C02035,Lucknow,Occasional,Organic,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014824,C02035,Lucknow,Occasional,Organic,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014825,C00587,Delhi NCR,Loyal,Influencer,iOS,Beauty,free_shipping_nudge,0,visit
2026-02-16,S0014825,C00587,Delhi NCR,Loyal,Influencer,iOS,Beauty,free_shipping_nudge,0,product_view
2026-02-16,S0014825,C00587,Delhi NCR,Loyal,Influencer,iOS,Beauty,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014826,C01008,Hyderabad,Loyal,Push,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014826,C01008,Hyderabad,Loyal,Push,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014827,C03901,Mumbai,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014827,C03901,Mumbai,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014828,C01545,Hyderabad,Occasional,Paid Search,Android,Men Casual,control,0,visit
2026-02-16,S0014828,C01545,Hyderabad,Occasional,Paid Search,Android,Men Casual,control,0,product_view
2026-02-16,S0014828,C01545,Hyderabad,Occasional,Paid Search,Android,Men Casual,control,0,add_to_cart
2026-02-16,S0014828,C01545,Hyderabad,Occasional,Paid Search,Android,Men Casual,control,0,checkout_start
2026-02-16,S0014828,C01545,Hyderabad,Occasional,Paid Search,Android,Men Casual,control,1760,purchase
2026-02-16,S0014829,C01681,Indore,High Value,Influencer,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014829,C01681,Indore,High Value,Influencer,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014830,C02721,Mumbai,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014831,C03630,Bengaluru,New,Influencer,Android,Men Casual,control,0,visit
2026-02-16,S0014831,C03630,Bengaluru,New,Influencer,Android,Men Casual,control,0,product_view
2026-02-16,S0014832,C04219,Jaipur,New,Organic,Android,Beauty,control,0,visit
2026-02-16,S0014832,C04219,Jaipur,New,Organic,Android,Beauty,control,0,product_view
2026-02-16,S0014832,C04219,Jaipur,New,Organic,Android,Beauty,control,0,add_to_cart
2026-02-16,S0014832,C04219,Jaipur,New,Organic,Android,Beauty,control,0,checkout_start
2026-02-16,S0014833,C04482,Mumbai,Occasional,Paid Search,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014833,C04482,Mumbai,Occasional,Paid Search,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014833,C04482,Mumbai,Occasional,Paid Search,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014834,C03424,Jaipur,New,Paid Search,Android,Footwear,control,0,visit
2026-02-16,S0014835,C01402,Lucknow,New,Organic,Web,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014835,C01402,Lucknow,New,Organic,Web,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014836,C02548,Jaipur,New,Organic,Android,Women Ethnic,control,0,visit
2026-02-16,S0014836,C02548,Jaipur,New,Organic,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014837,C02001,Bengaluru,New,Paid Search,iOS,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014837,C02001,Bengaluru,New,Paid Search,iOS,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014837,C02001,Bengaluru,New,Paid Search,iOS,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014837,C02001,Bengaluru,New,Paid Search,iOS,Kids,free_shipping_nudge,0,checkout_start
2026-02-16,S0014837,C02001,Bengaluru,New,Paid Search,iOS,Kids,free_shipping_nudge,1316,purchase
2026-02-16,S0014838,C01314,Bengaluru,New,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014838,C01314,Bengaluru,New,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014839,C03865,Pune,New,Affiliate,Android,Footwear,control,0,visit
2026-02-16,S0014839,C03865,Pune,New,Affiliate,Android,Footwear,control,0,product_view
2026-02-16,S0014839,C03865,Pune,New,Affiliate,Android,Footwear,control,0,add_to_cart
2026-02-16,S0014839,C03865,Pune,New,Affiliate,Android,Footwear,control,0,checkout_start
2026-02-16,S0014840,C04940,Jaipur,New,Affiliate,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014841,C03908,Delhi NCR,High Value,Organic,Web,Women Ethnic,control,0,visit
2026-02-16,S0014841,C03908,Delhi NCR,High Value,Organic,Web,Women Ethnic,control,0,product_view
2026-02-16,S0014842,C01994,Hyderabad,Occasional,Affiliate,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014842,C01994,Hyderabad,Occasional,Affiliate,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014843,C00607,Mumbai,New,Affiliate,Android,Footwear,control,0,visit
2026-02-16,S0014843,C00607,Mumbai,New,Affiliate,Android,Footwear,control,0,product_view
2026-02-16,S0014844,C02278,Bengaluru,New,Paid Search,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014844,C02278,Bengaluru,New,Paid Search,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014845,C01336,Pune,Occasional,Organic,Android,Beauty,control,0,visit
2026-02-16,S0014845,C01336,Pune,Occasional,Organic,Android,Beauty,control,0,product_view
2026-02-16,S0014846,C05190,Jaipur,Occasional,Push,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014846,C05190,Jaipur,Occasional,Push,iOS,Women Ethnic,control,0,product_view
2026-02-16,S0014847,C02843,Mumbai,New,Organic,Web,Men Casual,control,0,visit
2026-02-16,S0014847,C02843,Mumbai,New,Organic,Web,Men Casual,control,0,product_view
2026-02-16,S0014848,C04994,Hyderabad,Occasional,Influencer,Android,Men Casual,control,0,visit
2026-02-16,S0014849,C02137,Mumbai,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014849,C02137,Mumbai,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,product_view
2026-02-16,S0014850,C01708,Bengaluru,Loyal,Organic,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014850,C01708,Bengaluru,Loyal,Organic,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014850,C01708,Bengaluru,Loyal,Organic,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014851,C01160,Mumbai,Loyal,Influencer,iOS,Beauty,control,0,visit
2026-02-16,S0014851,C01160,Mumbai,Loyal,Influencer,iOS,Beauty,control,0,product_view
2026-02-16,S0014852,C02792,Indore,Loyal,Organic,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014852,C02792,Indore,Loyal,Organic,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014852,C02792,Indore,Loyal,Organic,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014853,C03975,Bengaluru,New,Paid Search,Android,Women Ethnic,control,0,visit
2026-02-16,S0014853,C03975,Bengaluru,New,Paid Search,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014854,C00028,Lucknow,New,Organic,Android,Footwear,free_shipping_nudge,0,visit
2026-02-16,S0014854,C00028,Lucknow,New,Organic,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-16,S0014855,C00293,Pune,New,Affiliate,Android,Kids,control,0,visit
2026-02-16,S0014855,C00293,Pune,New,Affiliate,Android,Kids,control,0,product_view
2026-02-16,S0014856,C00605,Mumbai,Occasional,Paid Search,Android,Beauty,control,0,visit
2026-02-16,S0014856,C00605,Mumbai,Occasional,Paid Search,Android,Beauty,control,0,product_view
2026-02-16,S0014857,C00934,Mumbai,Occasional,Paid Search,Android,Beauty,control,0,visit
2026-02-16,S0014857,C00934,Mumbai,Occasional,Paid Search,Android,Beauty,control,0,product_view
2026-02-16,S0014858,C01731,Delhi NCR,New,Affiliate,Android,Men Casual,control,0,visit
2026-02-16,S0014858,C01731,Delhi NCR,New,Affiliate,Android,Men Casual,control,0,product_view
2026-02-16,S0014859,C01030,Jaipur,New,Influencer,Android,Women Ethnic,control,0,visit
2026-02-16,S0014859,C01030,Jaipur,New,Influencer,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014859,C01030,Jaipur,New,Influencer,Android,Women Ethnic,control,0,add_to_cart
2026-02-16,S0014859,C01030,Jaipur,New,Influencer,Android,Women Ethnic,control,0,checkout_start
2026-02-16,S0014860,C04826,Bengaluru,New,Push,Android,Men Casual,control,0,visit
2026-02-16,S0014860,C04826,Bengaluru,New,Push,Android,Men Casual,control,0,product_view
2026-02-16,S0014860,C04826,Bengaluru,New,Push,Android,Men Casual,control,0,add_to_cart
2026-02-16,S0014860,C04826,Bengaluru,New,Push,Android,Men Casual,control,0,checkout_start
2026-02-16,S0014861,C02919,Bengaluru,New,Paid Search,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014861,C02919,Bengaluru,New,Paid Search,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014862,C03340,Bengaluru,Loyal,Paid Search,Android,Beauty,free_shipping_nudge,0,visit
2026-02-16,S0014862,C03340,Bengaluru,Loyal,Paid Search,Android,Beauty,free_shipping_nudge,0,product_view
2026-02-16,S0014863,C01844,Indore,Occasional,Organic,iOS,Beauty,free_shipping_nudge,0,visit
2026-02-16,S0014864,C01138,Lucknow,Occasional,Affiliate,Android,Men Casual,control,0,visit
2026-02-16,S0014865,C02639,Lucknow,New,Paid Search,Android,Women Ethnic,control,0,visit
2026-02-16,S0014865,C02639,Lucknow,New,Paid Search,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014866,C04970,Hyderabad,New,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014866,C04970,Hyderabad,New,Influencer,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014867,C01667,Hyderabad,New,Paid Search,Android,Kids,control,0,visit
2026-02-16,S0014867,C01667,Hyderabad,New,Paid Search,Android,Kids,control,0,product_view
2026-02-16,S0014868,C00963,Hyderabad,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-02-16,S0014869,C04011,Delhi NCR,Occasional,Push,Android,Women Ethnic,control,0,visit
2026-02-16,S0014870,C02224,Hyderabad,Loyal,Paid Search,Android,Beauty,control,0,visit
2026-02-16,S0014870,C02224,Hyderabad,Loyal,Paid Search,Android,Beauty,control,0,product_view
2026-02-16,S0014871,C03283,Bengaluru,Occasional,Push,Android,Footwear,control,0,visit
2026-02-16,S0014871,C03283,Bengaluru,Occasional,Push,Android,Footwear,control,0,product_view
2026-02-16,S0014872,C03240,Bengaluru,High Value,Organic,Android,Women Ethnic,control,0,visit
2026-02-16,S0014872,C03240,Bengaluru,High Value,Organic,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014873,C00660,Pune,New,Paid Search,iOS,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014873,C00660,Pune,New,Paid Search,iOS,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014874,C02124,Hyderabad,Loyal,Paid Search,Android,Women Ethnic,control,0,visit
2026-02-16,S0014874,C02124,Hyderabad,Loyal,Paid Search,Android,Women Ethnic,control,0,product_view
2026-02-16,S0014875,C01618,Jaipur,New,Push,Android,Kids,free_shipping_nudge,0,visit
2026-02-16,S0014875,C01618,Jaipur,New,Push,Android,Kids,free_shipping_nudge,0,product_view
2026-02-16,S0014875,C01618,Jaipur,New,Push,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-02-16,S0014876,C02750,Lucknow,Loyal,Push,Android,Footwear,control,0,visit
2026-02-16,S0014876,C02750,Lucknow,Loyal,Push,Android,Footwear,control,0,product_view
2026-02-16,S0014877,C03659,Indore,Loyal,Affiliate,iOS,Beauty,control,0,visit
2026-02-16,S0014878,C00157,Hyderabad,Occasional,Organic,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-16,S0014878,C00157,Hyderabad,Occasional,Organic,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-16,S0014879,C04481,Hyderabad,New,Push,iOS,Women Ethnic,control,0,visit
2026-02-16,S0014879,C04481,Hyderabad,New,Push,iOS,Women Ethnic,control,0,product_view
2026-02-16,S0014879,C04481,Hyderabad,New,Push,iOS,Women Ethnic,control,0,add_to_cart
2026-02-16,S0014880,C03497,Bengaluru,New,Influencer,Android,Footwear,control,0,visit
2026-02-16,S0014880,C03497,Bengaluru,New,Influencer,Android,Footwear,control,0,product_view
2026-02-17,S0014881,C04347,Mumbai,Occasional,Influencer,iOS,Footwear,free_shipping_nudge,0,visit
2026-02-17,S0014881,C04347,Mumbai,Occasional,Influencer,iOS,Footwear,free_shipping_nudge,0,product_view
2026-02-17,S0014881,C04347,Mumbai,Occasional,Influencer,iOS,Footwear,free_shipping_nudge,0,add_to_cart
2026-02-17,S0014881,C04347,Mumbai,Occasional,Influencer,iOS,Footwear,free_shipping_nudge,0,checkout_start
2026-02-17,S0014882,C02474,Jaipur,New,Paid Search,Web,Men Casual,control,0,visit
2026-02-17,S0014882,C02474,Jaipur,New,Paid Search,Web,Men Casual,control,0,product_view
2026-02-17,S0014883,C00062,Bengaluru,New,Affiliate,Android,Beauty,control,0,visit
2026-02-17,S0014883,C00062,Bengaluru,New,Affiliate,Android,Beauty,control,0,product_view
2026-02-17,S0014884,C03335,Bengaluru,Loyal,Paid Search,Android,Beauty,control,0,visit
2026-02-17,S0014884,C03335,Bengaluru,Loyal,Paid Search,Android,Beauty,control,0,product_view
2026-02-17,S0014885,C03177,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,visit
2026-02-17,S0014885,C03177,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-17,S0014885,C03177,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,add_to_cart
2026-02-17,S0014885,C03177,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,checkout_start
2026-02-17,S0014886,C03756,Mumbai,Occasional,Paid Search,iOS,Footwear,control,0,visit
2026-02-17,S0014887,C02970,Jaipur,New,Affiliate,Android,Beauty,free_shipping_nudge,0,visit
2026-02-17,S0014887,C02970,Jaipur,New,Affiliate,Android,Beauty,free_shipping_nudge,0,product_view
2026-02-17,S0014887,C02970,Jaipur,New,Affiliate,Android,Beauty,free_shipping_nudge,0,add_to_cart
2026-02-17,S0014887,C02970,Jaipur,New,Affiliate,Android,Beauty,free_shipping_nudge,0,checkout_start
2026-02-17,S0014888,C03316,Bengaluru,New,Influencer,Android,Footwear,free_shipping_nudge,0,visit
2026-02-17,S0014888,C03316,Bengaluru,New,Influencer,Android,Footwear,free_shipping_nudge,0,product_view
2026-02-17,S0014889,C03391,Hyderabad,Occasional,Organic,Android,Footwear,control,0,visit
2026-02-17,S0014889,C03391,Hyderabad,Occasional,Organic,Android,Footwear,control,0,product_view
2026-02-17,S0014890,C04830,Jaipur,Loyal,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-02-17,S0014890,C04830,Jaipur,Loyal,Influencer,Android,Men Casual,free_shipping_nudge,0,product_view
2026-02-17,S0014891,C02806,Indore,New,Affiliate,iOS,Men Casual,control,0,visit
2026-02-17,S0014891,C02806,Indore,New,Affiliate,iOS,Men Casual,control,0,product_view
2026-02-17,S0014891,C02806,Indore,New,Affiliate,iOS,Men Casual,control,0,add_to_cart
2026-02-17,S0014892,C03422,Mumbai,Occasional,Influencer,Android,Men Casual,control,0,visit
2026-02-17,S0014892,C03422,Mumbai,Occasional,Influencer,Android,Men Casual,control,0,product_view
