order_id,order_date,session_id,customer_id,city,category,channel,experiment_group,order_value,discount_pct,delivery_days
O000787,2026-02-15,S0014275,C04407,Lucknow,Beauty,Affiliate,control,724,10,3
O000788,2026-02-15,S0014298,C00975,Hyderabad,Men Casual,Organic,free_shipping_nudge,1539,15,2
O000789,2026-02-15,S0014306,C05129,Lucknow,Men Casual,Organic,control,841,20,5
O000790,2026-02-15,S0014322,C01107,Pune,Footwear,Paid Search,control,981,10,3
O000791,2026-02-15,S0014326,C00303,Mumbai,Women Ethnic,Influencer,control,1807,10,6
O000792,2026-02-15,S0014338,C02804,Jaipur,Men Casual,Organic,control,1517,30,4
O000793,2026-02-15,S0014342,C02324,Mumbai,Men Casual,Paid Search,free_shipping_nudge,250,0,1
O000794,2026-02-15,S0014347,C03639,Bengaluru,Women Ethnic,Organic,control,1919,20,5
O000795,2026-02-15,S0014401,C04850,Delhi NCR,Footwear,Organic,free_shipping_nudge,2405,0,3
O000796,2026-02-15,S0014423,C05052,Mumbai,Women Ethnic,Paid Search,control,1356,30,4
O000797,2026-02-15,S0014475,C05107,Bengaluru,Beauty,Push,free_shipping_nudge,901,10,5
O000798,2026-02-15,S0014496,C03569,Delhi NCR,Men Casual,Influencer,control,1503,15,2
O000799,2026-02-15,S0014501,C03105,Pune,Footwear,Affiliate,control,1377,15,1
O000800,2026-02-15,S0014511,C02570,Delhi NCR,Beauty,Influencer,free_shipping_nudge,928,15,4
O000801,2026-02-16,S0014567,C02607,Bengaluru,Men Casual,Influencer,free_shipping_nudge,1262,20,2
O000802,2026-02-16,S0014589,C01448,Delhi NCR,Women Ethnic,Organic,control,1715,15,5
O000803,2026-02-16,S0014626,C02319,Bengaluru,Men Casual,Organic,control,1706,0,5
O000804,2026-02-16,S0014629,C00245,Bengaluru,Beauty,Affiliate,control,880,20,4
O000805,2026-02-16,S0014652,C00814,Pune,Beauty,Paid Search,control,790,20,1
O000806,2026-02-16,S0014661,C03416,Indore,Men Casual,Organic,control,1674,15,6
O000807,2026-02-16,S0014681,C01114,Bengaluru,Men Casual,Affiliate,control,1413,0,4
O000808,2026-02-16,S0014719,C02995,Bengaluru,Women Ethnic,Push,control,1265,30,6
O000809,2026-02-16,S0014737,C03940,Delhi NCR,Beauty,Organic,free_shipping_nudge,980,0,5
O000810,2026-02-16,S0014775,C00144,Mumbai,Men Casual,Affiliate,free_shipping_nudge,2152,25,5
O000811,2026-02-16,S0014812,C01894,Delhi NCR,Women Ethnic,Organic,control,3138,25,6
O000812,2026-02-16,S0014820,C02010,Pune,Men Casual,Paid Search,free_shipping_nudge,1672,20,5
O000813,2026-02-16,S0014828,C01545,Hyderabad,Men Casual,Paid Search,control,1760,0,3
O000814,2026-02-16,S0014837,C02001,Bengaluru,Kids,Paid Search,free_shipping_nudge,1316,30,5
O000815,2026-02-17,S0014899,C04516,Delhi NCR,Men Casual,Influencer,free_shipping_nudge,1307,15,1
O000816,2026-02-17,S0014974,C00154,Hyderabad,Footwear,Influencer,control,1830,10,5
O000817,2026-02-17,S0014987,C02027,Pune,Footwear,Organic,free_shipping_nudge,1730,0,1
O000818,2026-02-17,S0015040,C01859,Jaipur,Women Ethnic,Influencer,free_shipping_nudge,1855,20,2
O000819,2026-02-17,S0015070,C03185,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2583,10,4
O000820,2026-02-17,S0015082,C01305,Hyderabad,Men Casual,Organic,free_shipping_nudge,1018,0,2
O000821,2026-02-17,S0015101,C00836,Delhi NCR,Kids,Organic,free_shipping_nudge,1526,15,6
O000822,2026-02-17,S0015120,C02901,Bengaluru,Kids,Paid Search,control,1004,5,3
O000823,2026-02-17,S0015155,C02196,Jaipur,Kids,Organic,free_shipping_nudge,1068,30,2
O000824,2026-02-17,S0015160,C00422,Bengaluru,Beauty,Organic,control,846,20,6
O000825,2026-02-18,S0015187,C03752,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,2045,25,5
O000826,2026-02-18,S0015188,C03120,Pune,Beauty,Paid Search,free_shipping_nudge,879,10,4
O000827,2026-02-18,S0015219,C01999,Pune,Women Ethnic,Organic,control,1511,5,1
O000828,2026-02-18,S0015232,C04800,Lucknow,Kids,Organic,free_shipping_nudge,855,5,2
O000829,2026-02-18,S0015248,C01324,Mumbai,Beauty,Influencer,free_shipping_nudge,1036,10,6
O000830,2026-02-18,S0015250,C02609,Bengaluru,Beauty,Push,free_shipping_nudge,1245,25,4
O000831,2026-02-18,S0015259,C01931,Pune,Women Ethnic,Push,control,1739,10,5
O000832,2026-02-18,S0015285,C04229,Delhi NCR,Beauty,Organic,free_shipping_nudge,857,10,3
O000833,2026-02-18,S0015330,C01104,Bengaluru,Footwear,Organic,free_shipping_nudge,2483,15,4
O000834,2026-02-18,S0015332,C02095,Pune,Footwear,Push,control,2189,30,2
O000835,2026-02-18,S0015336,C03108,Delhi NCR,Men Casual,Influencer,free_shipping_nudge,1540,25,4
O000836,2026-02-18,S0015347,C05029,Mumbai,Men Casual,Organic,free_shipping_nudge,2336,15,5
O000837,2026-02-18,S0015355,C04474,Bengaluru,Beauty,Organic,free_shipping_nudge,1042,0,2
O000838,2026-02-18,S0015367,C05127,Mumbai,Women Ethnic,Organic,control,1385,0,4
O000839,2026-02-18,S0015401,C02913,Jaipur,Beauty,Organic,control,929,5,3
O000840,2026-02-18,S0015414,C01289,Lucknow,Footwear,Influencer,control,2547,20,4
O000841,2026-02-18,S0015444,C01179,Hyderabad,Footwear,Affiliate,control,2179,10,3
O000842,2026-02-18,S0015451,C01246,Bengaluru,Footwear,Affiliate,free_shipping_nudge,1678,15,2
O000843,2026-02-18,S0015466,C01796,Mumbai,Men Casual,Affiliate,free_shipping_nudge,2154,15,1
O000844,2026-02-19,S0015474,C04811,Jaipur,Beauty,Push,free_shipping_nudge,640,15,2
O000845,2026-02-19,S0015501,C01796,Mumbai,Men Casual,Organic,control,673,25,2
O000846,2026-02-19,S0015512,C00856,Mumbai,Beauty,Affiliate,control,902,15,3
O000847,2026-02-19,S0015515,C00601,Hyderabad,Women Ethnic,Influencer,control,1174,15,4
O000848,2026-02-19,S0015519,C01512,Mumbai,Women Ethnic,Push,free_shipping_nudge,2390,25,5
O000849,2026-02-19,S0015547,C04368,Delhi NCR,Footwear,Organic,free_shipping_nudge,2868,0,2
O000850,2026-02-19,S0015559,C02796,Pune,Beauty,Paid Search,control,883,10,2
O000851,2026-02-19,S0015586,C01967,Bengaluru,Women Ethnic,Paid Search,free_shipping_nudge,1959,5,4
O000852,2026-02-19,S0015591,C04979,Indore,Footwear,Organic,control,1931,20,2
O000853,2026-02-19,S0015630,C03391,Hyderabad,Footwear,Paid Search,free_shipping_nudge,2798,25,3
O000854,2026-02-19,S0015661,C04814,Delhi NCR,Men Casual,Push,free_shipping_nudge,1319,5,6
O000855,2026-02-19,S0015665,C04113,Bengaluru,Women Ethnic,Affiliate,free_shipping_nudge,1254,20,6
O000856,2026-02-19,S0015673,C02951,Bengaluru,Men Casual,Affiliate,control,1807,25,4
O000857,2026-02-19,S0015693,C01091,Jaipur,Women Ethnic,Paid Search,free_shipping_nudge,1421,30,5
O000858,2026-02-19,S0015731,C03555,Bengaluru,Men Casual,Organic,control,1511,30,5
O000859,2026-02-19,S0015737,C03813,Delhi NCR,Women Ethnic,Influencer,control,1694,30,3
O000860,2026-02-19,S0015752,C03153,Bengaluru,Women Ethnic,Organic,control,1794,25,2
O000861,2026-02-20,S0015781,C04061,Bengaluru,Men Casual,Influencer,control,1682,20,6
O000862,2026-02-20,S0015785,C05152,Pune,Footwear,Paid Search,free_shipping_nudge,2689,5,5
O000863,2026-02-20,S0015813,C00287,Lucknow,Footwear,Organic,free_shipping_nudge,1940,30,5
O000864,2026-02-20,S0015821,C02600,Bengaluru,Men Casual,Push,free_shipping_nudge,2165,15,6
O000865,2026-02-20,S0015826,C02382,Bengaluru,Footwear,Organic,free_shipping_nudge,1598,30,2
O000866,2026-02-20,S0015844,C04153,Bengaluru,Beauty,Paid Search,control,741,0,4
O000867,2026-02-20,S0015862,C04617,Pune,Footwear,Influencer,control,1847,0,2
O000868,2026-02-20,S0015959,C01143,Indore,Footwear,Organic,control,2542,0,5
O000869,2026-02-20,S0015961,C00709,Bengaluru,Beauty,Paid Search,control,1103,25,5
O000870,2026-02-20,S0015974,C01256,Delhi NCR,Kids,Influencer,free_shipping_nudge,1070,5,1
O000871,2026-02-20,S0015980,C01504,Mumbai,Men Casual,Push,free_shipping_nudge,2442,5,2
O000872,2026-02-20,S0016017,C03279,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1642,30,2
O000873,2026-02-20,S0016018,C03746,Bengaluru,Footwear,Affiliate,free_shipping_nudge,2236,20,2
O000874,2026-02-20,S0016025,C01265,Lucknow,Kids,Paid Search,control,694,30,2
O000875,2026-02-20,S0016027,C02010,Pune,Beauty,Affiliate,control,793,10,5
O000876,2026-02-20,S0016033,C03851,Delhi NCR,Beauty,Paid Search,control,943,0,2
O000877,2026-02-20,S0016055,C01269,Delhi NCR,Footwear,Organic,free_shipping_nudge,2267,30,2
O000878,2026-02-20,S0016065,C04003,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,800,10,3
O000879,2026-02-20,S0016072,C00235,Delhi NCR,Men Casual,Push,free_shipping_nudge,1457,5,4
O000880,2026-02-21,S0016133,C04141,Delhi NCR,Beauty,Organic,free_shipping_nudge,724,10,5
O000881,2026-02-21,S0016136,C00162,Jaipur,Footwear,Influencer,free_shipping_nudge,3350,0,5
O000882,2026-02-21,S0016188,C03596,Jaipur,Women Ethnic,Push,control,2238,0,4
O000883,2026-02-21,S0016211,C01736,Bengaluru,Footwear,Influencer,control,1044,25,2
O000884,2026-02-21,S0016214,C04661,Indore,Beauty,Organic,control,998,5,6
O000885,2026-02-21,S0016228,C01513,Bengaluru,Beauty,Push,control,1096,30,6
O000886,2026-02-21,S0016245,C02515,Indore,Footwear,Paid Search,free_shipping_nudge,2669,25,2
O000887,2026-02-21,S0016251,C04443,Lucknow,Beauty,Organic,free_shipping_nudge,805,0,5
O000888,2026-02-21,S0016267,C01966,Indore,Kids,Push,control,1088,5,5
O000889,2026-02-21,S0016269,C03087,Bengaluru,Footwear,Push,free_shipping_nudge,2271,5,2
O000890,2026-02-21,S0016285,C02370,Bengaluru,Footwear,Paid Search,control,2378,5,2
O000891,2026-02-21,S0016297,C02407,Hyderabad,Women Ethnic,Push,free_shipping_nudge,2211,25,1
O000892,2026-02-21,S0016321,C02060,Jaipur,Beauty,Paid Search,control,729,5,4
O000893,2026-02-21,S0016344,C03736,Pune,Men Casual,Organic,control,703,0,5
O000894,2026-02-21,S0016350,C03955,Bengaluru,Footwear,Paid Search,control,3275,10,1
O000895,2026-02-21,S0016357,C04822,Indore,Men Casual,Influencer,free_shipping_nudge,1287,25,6
O000896,2026-02-21,S0016381,C00419,Indore,Women Ethnic,Push,control,1475,0,1
O000897,2026-02-21,S0016417,C01479,Lucknow,Kids,Organic,free_shipping_nudge,1028,20,3
O000898,2026-02-21,S0016419,C03129,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,1283,20,3
O000899,2026-02-22,S0016451,C05150,Pune,Women Ethnic,Paid Search,control,2336,0,1
O000900,2026-02-22,S0016463,C01532,Indore,Women Ethnic,Organic,free_shipping_nudge,1709,25,1
O000901,2026-02-22,S0016519,C04991,Delhi NCR,Beauty,Organic,control,1112,5,3
O000902,2026-02-22,S0016532,C05091,Mumbai,Footwear,Paid Search,control,2296,0,1
O000903,2026-02-22,S0016553,C04723,Bengaluru,Men Casual,Organic,control,1569,0,3
O000904,2026-02-22,S0016564,C02549,Mumbai,Women Ethnic,Paid Search,free_shipping_nudge,1864,5,3
O000905,2026-02-22,S0016588,C02077,Hyderabad,Kids,Organic,control,1489,30,3
O000906,2026-02-22,S0016603,C01413,Pune,Kids,Organic,free_shipping_nudge,1757,10,4
O000907,2026-02-22,S0016641,C01412,Pune,Beauty,Organic,control,1139,5,6
O000908,2026-02-22,S0016651,C03989,Delhi NCR,Men Casual,Organic,free_shipping_nudge,2120,5,2
O000909,2026-02-22,S0016656,C01835,Pune,Women Ethnic,Organic,free_shipping_nudge,2030,10,5
O000910,2026-02-22,S0016684,C01560,Indore,Footwear,Organic,control,2355,30,2
O000911,2026-02-22,S0016694,C01648,Bengaluru,Women Ethnic,Organic,control,1654,0,6
O000912,2026-02-22,S0016713,C05046,Mumbai,Women Ethnic,Paid Search,free_shipping_nudge,1686,15,2
O000913,2026-02-22,S0016716,C03331,Lucknow,Men Casual,Paid Search,control,775,15,4
O000914,2026-02-22,S0016735,C02174,Lucknow,Men Casual,Influencer,free_shipping_nudge,1629,25,4
O000915,2026-02-23,S0016798,C01006,Mumbai,Women Ethnic,Push,control,2178,25,4
O000916,2026-02-23,S0016842,C00207,Bengaluru,Kids,Organic,free_shipping_nudge,1341,0,6
O000917,2026-02-23,S0016847,C02041,Delhi NCR,Women Ethnic,Paid Search,control,2543,15,4
O000918,2026-02-23,S0016864,C04678,Lucknow,Men Casual,Organic,free_shipping_nudge,2038,0,6
O000919,2026-02-23,S0016872,C01702,Hyderabad,Women Ethnic,Paid Search,control,2050,15,4
O000920,2026-02-23,S0016875,C01009,Mumbai,Women Ethnic,Influencer,free_shipping_nudge,1714,15,4
O000921,2026-02-23,S0016877,C00526,Hyderabad,Women Ethnic,Paid Search,free_shipping_nudge,1498,15,3
O000922,2026-02-23,S0016912,C01495,Bengaluru,Kids,Organic,free_shipping_nudge,1720,0,3
O000923,2026-02-23,S0016922,C01109,Mumbai,Men Casual,Push,free_shipping_nudge,2167,30,4
O000924,2026-02-23,S0016939,C04232,Mumbai,Women Ethnic,Push,free_shipping_nudge,2612,30,3
O000925,2026-02-23,S0016942,C04714,Mumbai,Men Casual,Paid Search,free_shipping_nudge,1259,25,3
O000926,2026-02-23,S0016946,C04239,Mumbai,Beauty,Influencer,free_shipping_nudge,877,0,1
O000927,2026-02-23,S0016954,C02809,Delhi NCR,Women Ethnic,Influencer,free_shipping_nudge,1687,15,6
O000928,2026-02-23,S0016962,C03914,Hyderabad,Women Ethnic,Affiliate,control,2247,10,5
O000929,2026-02-23,S0016972,C00021,Delhi NCR,Footwear,Organic,free_shipping_nudge,2019,5,3
O000930,2026-02-23,S0016981,C02304,Bengaluru,Footwear,Push,control,1281,10,6
O000931,2026-02-23,S0017044,C03549,Bengaluru,Beauty,Paid Search,control,659,10,4
O000932,2026-02-23,S0017054,C04669,Bengaluru,Kids,Affiliate,free_shipping_nudge,1258,0,1
O000933,2026-02-23,S0017056,C00353,Bengaluru,Beauty,Organic,control,933,20,2
O000934,2026-02-23,S0017057,C05072,Hyderabad,Men Casual,Push,control,1260,30,2
O000935,2026-02-23,S0017083,C00724,Mumbai,Men Casual,Paid Search,free_shipping_nudge,1544,20,3
O000936,2026-02-23,S0017090,C00950,Bengaluru,Beauty,Organic,free_shipping_nudge,1210,5,2
O000937,2026-02-23,S0017103,C02769,Mumbai,Men Casual,Paid Search,free_shipping_nudge,1806,20,5
O000938,2026-02-24,S0017164,C03134,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,1515,5,2
O000939,2026-02-24,S0017186,C02923,Indore,Kids,Paid Search,free_shipping_nudge,1054,20,4
O000940,2026-02-24,S0017196,C03346,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1472,30,6
O000941,2026-02-24,S0017218,C00385,Bengaluru,Women Ethnic,Organic,control,1795,30,6
O000942,2026-02-24,S0017237,C02929,Delhi NCR,Kids,Influencer,free_shipping_nudge,1283,0,1
O000943,2026-02-24,S0017240,C04560,Pune,Women Ethnic,Paid Search,control,1664,0,6
O000944,2026-02-24,S0017267,C01858,Indore,Beauty,Affiliate,free_shipping_nudge,682,30,5
O000945,2026-02-24,S0017270,C05115,Mumbai,Men Casual,Organic,control,1889,30,1
O000946,2026-02-24,S0017305,C03307,Jaipur,Men Casual,Organic,free_shipping_nudge,1289,30,4
O000947,2026-02-24,S0017332,C01965,Hyderabad,Beauty,Organic,control,1260,20,4
O000948,2026-02-25,S0017419,C04073,Lucknow,Footwear,Organic,control,958,10,5
O000949,2026-02-25,S0017464,C03933,Mumbai,Beauty,Paid Search,control,336,10,6
O000950,2026-02-25,S0017478,C01541,Jaipur,Men Casual,Affiliate,free_shipping_nudge,2238,0,4
O000951,2026-02-25,S0017480,C03630,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2988,30,3
O000952,2026-02-25,S0017506,C03616,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1372,0,1
O000953,2026-02-25,S0017508,C04323,Hyderabad,Men Casual,Paid Search,control,1438,5,5
O000954,2026-02-25,S0017514,C03058,Hyderabad,Footwear,Organic,control,1565,20,1
O000955,2026-02-25,S0017516,C00179,Indore,Women Ethnic,Paid Search,free_shipping_nudge,1516,30,3
O000956,2026-02-25,S0017572,C02692,Lucknow,Beauty,Paid Search,free_shipping_nudge,1000,5,3
O000957,2026-02-25,S0017576,C00164,Lucknow,Men Casual,Paid Search,free_shipping_nudge,1776,20,1
O000958,2026-02-25,S0017577,C00287,Lucknow,Kids,Paid Search,free_shipping_nudge,670,20,6
O000959,2026-02-25,S0017598,C02049,Delhi NCR,Women Ethnic,Paid Search,control,1654,15,2
O000960,2026-02-25,S0017602,C00975,Hyderabad,Beauty,Organic,control,473,20,5
O000961,2026-02-25,S0017617,C02804,Jaipur,Kids,Organic,control,1143,30,4
O000962,2026-02-26,S0017732,C00557,Hyderabad,Beauty,Paid Search,control,774,0,1
O000963,2026-02-26,S0017754,C02957,Lucknow,Beauty,Paid Search,control,1137,25,6
O000964,2026-02-26,S0017785,C03014,Lucknow,Footwear,Influencer,free_shipping_nudge,1555,20,4
O000965,2026-02-26,S0017798,C01000,Hyderabad,Women Ethnic,Organic,free_shipping_nudge,2659,0,4
O000966,2026-02-26,S0017809,C02053,Jaipur,Footwear,Push,free_shipping_nudge,2191,15,5
O000967,2026-02-26,S0017903,C03860,Lucknow,Kids,Paid Search,control,1557,5,3
O000968,2026-02-26,S0017913,C00616,Mumbai,Footwear,Organic,free_shipping_nudge,3505,0,2
O000969,2026-02-26,S0017966,C04598,Jaipur,Men Casual,Influencer,free_shipping_nudge,1626,20,3
O000970,2026-02-27,S0018016,C04641,Delhi NCR,Kids,Organic,free_shipping_nudge,1710,25,6
O000971,2026-02-27,S0018023,C03290,Jaipur,Men Casual,Push,free_shipping_nudge,1681,25,2
O000972,2026-02-27,S0018043,C04661,Indore,Beauty,Paid Search,free_shipping_nudge,745,25,6
O000973,2026-02-27,S0018047,C03407,Delhi NCR,Footwear,Influencer,control,2793,5,1
O000974,2026-02-27,S0018052,C00303,Mumbai,Men Casual,Paid Search,free_shipping_nudge,476,0,5
O000975,2026-02-27,S0018112,C04803,Delhi NCR,Women Ethnic,Push,control,1668,10,1
O000976,2026-02-27,S0018116,C02038,Pune,Footwear,Affiliate,free_shipping_nudge,3570,0,2
O000977,2026-02-27,S0018138,C02371,Delhi NCR,Beauty,Push,free_shipping_nudge,1086,25,1
O000978,2026-02-27,S0018142,C01305,Hyderabad,Footwear,Paid Search,free_shipping_nudge,1094,25,4
O000979,2026-02-27,S0018180,C02083,Mumbai,Men Casual,Organic,control,1386,30,6
O000980,2026-02-27,S0018181,C04255,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2066,10,3
O000981,2026-02-27,S0018190,C01782,Bengaluru,Kids,Paid Search,free_shipping_nudge,1199,25,6
O000982,2026-02-27,S0018193,C03786,Hyderabad,Women Ethnic,Influencer,free_shipping_nudge,2827,30,3
O000983,2026-02-27,S0018205,C01773,Delhi NCR,Women Ethnic,Affiliate,free_shipping_nudge,1527,5,1
O000984,2026-02-27,S0018225,C00149,Delhi NCR,Women Ethnic,Affiliate,control,2406,30,4
O000985,2026-02-27,S0018227,C02455,Mumbai,Beauty,Influencer,free_shipping_nudge,1182,0,1
O000986,2026-02-27,S0018249,C01375,Bengaluru,Beauty,Organic,free_shipping_nudge,875,5,2
O000987,2026-02-27,S0018273,C01081,Hyderabad,Beauty,Influencer,free_shipping_nudge,817,20,3
O000988,2026-02-27,S0018278,C03528,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,2619,5,1
O000989,2026-02-28,S0018299,C02045,Bengaluru,Footwear,Affiliate,control,2057,0,6
O000990,2026-02-28,S0018327,C04991,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,1379,15,3
O000991,2026-02-28,S0018379,C02499,Bengaluru,Footwear,Influencer,free_shipping_nudge,2315,5,6
O000992,2026-02-28,S0018404,C02963,Bengaluru,Men Casual,Organic,control,1826,30,6
O000993,2026-02-28,S0018448,C00786,Hyderabad,Footwear,Organic,free_shipping_nudge,2068,25,4
O000994,2026-02-28,S0018451,C05043,Bengaluru,Kids,Push,free_shipping_nudge,1462,20,1
O000995,2026-02-28,S0018487,C01398,Pune,Footwear,Paid Search,control,1886,20,6
O000996,2026-02-28,S0018504,C02877,Mumbai,Footwear,Push,control,2221,0,4
O000997,2026-02-28,S0018510,C01658,Bengaluru,Women Ethnic,Push,free_shipping_nudge,1555,5,2
O000998,2026-02-28,S0018512,C02883,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2269,0,5
O000999,2026-02-28,S0018563,C00070,Hyderabad,Beauty,Influencer,free_shipping_nudge,880,25,5
O001000,2026-02-28,S0018568,C02213,Bengaluru,Men Casual,Push,control,2401,20,3
O001001,2026-02-28,S0018569,C02850,Bengaluru,Women Ethnic,Influencer,free_shipping_nudge,2328,25,5
O001002,2026-02-28,S0018572,C04882,Mumbai,Footwear,Push,control,2299,30,5
O001003,2026-02-28,S0018631,C02714,Bengaluru,Women Ethnic,Organic,control,2179,20,2
O001004,2026-02-28,S0018638,C00712,Pune,Beauty,Influencer,free_shipping_nudge,1082,0,2
O001005,2026-02-28,S0018650,C01078,Delhi NCR,Men Casual,Organic,free_shipping_nudge,1499,30,3
O001006,2026-03-01,S0018729,C01366,Bengaluru,Men Casual,Organic,free_shipping_nudge,1351,25,3
O001007,2026-03-01,S0018731,C01593,Delhi NCR,Women Ethnic,Influencer,free_shipping_nudge,1710,0,5
O001008,2026-03-01,S0018791,C00104,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,1661,30,4
O001009,2026-03-01,S0018837,C02591,Bengaluru,Men Casual,Push,free_shipping_nudge,1551,30,5
O001010,2026-03-01,S0018850,C01505,Bengaluru,Footwear,Push,free_shipping_nudge,2193,25,3
O001011,2026-03-01,S0018877,C02637,Delhi NCR,Women Ethnic,Organic,control,2231,0,1
O001012,2026-03-01,S0018893,C03270,Delhi NCR,Beauty,Push,control,1173,25,1
O001013,2026-03-01,S0018925,C04287,Indore,Beauty,Organic,free_shipping_nudge,1148,0,1
O001014,2026-03-01,S0018953,C03140,Bengaluru,Beauty,Affiliate,free_shipping_nudge,1190,15,3
O001015,2026-03-01,S0018993,C03248,Bengaluru,Women Ethnic,Paid Search,free_shipping_nudge,2081,0,1
O001016,2026-03-01,S0019003,C02232,Delhi NCR,Beauty,Affiliate,control,633,25,1
O001017,2026-03-01,S0019017,C01926,Hyderabad,Kids,Push,control,901,20,4
O001018,2026-03-02,S0019056,C02307,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,1546,20,3
O001019,2026-03-02,S0019067,C00043,Indore,Footwear,Paid Search,free_shipping_nudge,1679,15,3
O001020,2026-03-02,S0019138,C02735,Hyderabad,Kids,Organic,control,1282,0,4
O001021,2026-03-02,S0019156,C02390,Delhi NCR,Beauty,Influencer,control,1487,5,4
O001022,2026-03-02,S0019181,C03099,Indore,Men Casual,Push,free_shipping_nudge,1465,15,6
O001023,2026-03-02,S0019202,C03377,Delhi NCR,Kids,Affiliate,control,1383,5,1
O001024,2026-03-02,S0019217,C02686,Hyderabad,Women Ethnic,Affiliate,free_shipping_nudge,1719,25,3
O001025,2026-03-02,S0019264,C04415,Mumbai,Women Ethnic,Paid Search,free_shipping_nudge,1240,0,1
O001026,2026-03-02,S0019289,C04628,Pune,Men Casual,Push,free_shipping_nudge,1157,20,1
O001027,2026-03-03,S0019356,C03140,Bengaluru,Women Ethnic,Paid Search,free_shipping_nudge,1479,15,3
O001028,2026-03-03,S0019373,C03221,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,1493,0,2
O001029,2026-03-03,S0019402,C03834,Jaipur,Women Ethnic,Paid Search,control,1582,5,1
O001030,2026-03-03,S0019416,C00228,Mumbai,Kids,Push,free_shipping_nudge,860,10,2
O001031,2026-03-03,S0019428,C04785,Mumbai,Footwear,Affiliate,free_shipping_nudge,2015,10,5
O001032,2026-03-03,S0019442,C00048,Hyderabad,Kids,Push,free_shipping_nudge,1333,25,6
O001033,2026-03-03,S0019468,C02412,Delhi NCR,Women Ethnic,Paid Search,control,1830,30,1
O001034,2026-03-03,S0019479,C02705,Mumbai,Footwear,Organic,free_shipping_nudge,1849,25,2
O001035,2026-03-03,S0019526,C03199,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,2371,10,2
O001036,2026-03-03,S0019528,C01501,Jaipur,Men Casual,Paid Search,control,1661,20,1
O001037,2026-03-03,S0019580,C00548,Pune,Footwear,Organic,control,2929,5,6
O001038,2026-03-04,S0019611,C01644,Hyderabad,Men Casual,Influencer,free_shipping_nudge,1387,15,1
O001039,2026-03-04,S0019675,C04151,Indore,Kids,Affiliate,control,1724,0,6
O001040,2026-03-04,S0019714,C01020,Bengaluru,Women Ethnic,Push,free_shipping_nudge,2043,30,1
O001041,2026-03-04,S0019732,C00134,Bengaluru,Men Casual,Organic,free_shipping_nudge,2118,0,4
O001042,2026-03-04,S0019740,C03262,Jaipur,Men Casual,Influencer,free_shipping_nudge,1852,30,6
O001043,2026-03-04,S0019747,C02261,Delhi NCR,Women Ethnic,Affiliate,control,2922,20,2
O001044,2026-03-04,S0019756,C03808,Bengaluru,Footwear,Affiliate,free_shipping_nudge,1689,20,1
O001045,2026-03-04,S0019757,C02750,Lucknow,Kids,Paid Search,free_shipping_nudge,747,30,6
O001046,2026-03-04,S0019762,C00151,Mumbai,Women Ethnic,Push,control,1248,10,3
O001047,2026-03-04,S0019764,C03606,Pune,Footwear,Affiliate,free_shipping_nudge,2067,30,3
O001048,2026-03-04,S0019772,C00419,Indore,Women Ethnic,Organic,control,2446,20,1
O001049,2026-03-04,S0019781,C02126,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1406,20,6
O001050,2026-03-04,S0019813,C05053,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,1302,5,3
O001051,2026-03-04,S0019817,C02340,Hyderabad,Kids,Paid Search,control,1055,20,5
O001052,2026-03-04,S0019829,C01498,Lucknow,Men Casual,Affiliate,free_shipping_nudge,1409,5,4
O001053,2026-03-04,S0019834,C00185,Pune,Men Casual,Organic,free_shipping_nudge,2111,5,6
O001054,2026-03-04,S0019841,C02219,Delhi NCR,Men Casual,Affiliate,free_shipping_nudge,2106,30,1
O001055,2026-03-04,S0019842,C04190,Delhi NCR,Kids,Influencer,control,1217,15,4
O001056,2026-03-04,S0019843,C00808,Bengaluru,Footwear,Organic,free_shipping_nudge,2710,10,1
O001057,2026-03-05,S0019878,C01334,Pune,Men Casual,Push,free_shipping_nudge,2270,20,5
O001058,2026-03-05,S0019883,C04697,Lucknow,Women Ethnic,Organic,free_shipping_nudge,2630,30,5
O001059,2026-03-05,S0019901,C04860,Lucknow,Beauty,Paid Search,control,951,20,4
O001060,2026-03-05,S0019924,C02277,Delhi NCR,Beauty,Push,control,1358,25,6
O001061,2026-03-05,S0019939,C02429,Jaipur,Women Ethnic,Influencer,control,1791,5,2
O001062,2026-03-05,S0019952,C03744,Jaipur,Beauty,Affiliate,free_shipping_nudge,853,0,6
