customer_id,acquired_date,city,segment
C00663,2026-05-20,Mumbai,High Value
C00664,2026-03-30,Indore,Loyal
C00665,2026-03-16,Bengaluru,High Value
C00666,2026-01-21,Delhi NCR,Occasional
C00667,2026-03-07,Pune,New
C00668,2026-05-18,Delhi NCR,Occasional
C00669,2026-03-11,Bengaluru,Occasional
C00670,2026-05-31,Delhi NCR,New
C00671,2026-05-16,Delhi NCR,New
C00672,2026-01-26,Mumbai,Occasional
C00673,2026-01-26,Pune,New
C00674,2026-05-21,Indore,New
C00675,2026-06-17,Indore,Loyal
C00676,2026-05-03,Hyderabad,Occasional
C00677,2026-03-15,Delhi NCR,Occasional
C00678,2026-01-23,Hyderabad,New
C00679,2026-01-10,Lucknow,New
C00680,2026-02-15,Indore,New
C00681,2026-04-12,Jaipur,New
C00682,2026-03-16,Lucknow,New
C00683,2026-05-26,Hyderabad,Loyal
C00684,2026-03-27,Delhi NCR,High Value
C00685,2026-05-20,Mumbai,Loyal
C00686,2026-02-04,Lucknow,Occasional
C00687,2026-02-19,Jaipur,New
C00688,2026-04-28,Hyderabad,Occasional
C00689,2026-01-04,Pune,Loyal
C00690,2026-05-26,Pune,New
C00691,2026-06-06,Lucknow,Loyal
C00692,2026-04-20,Mumbai,New
C00693,2026-06-21,Bengaluru,High Value
C00694,2026-05-03,Delhi NCR,New
C00695,2026-03-08,Mumbai,Occasional
C00696,2026-03-10,Indore,New
C00697,2026-05-27,Bengaluru,Occasional
C00698,2026-06-27,Delhi NCR,Occasional
C00699,2026-04-30,Delhi NCR,New
C00700,2026-05-09,Indore,Loyal
C00701,2026-03-21,Pune,Occasional
C00702,2026-03-17,Delhi NCR,New
C00703,2026-02-04,Mumbai,Occasional
C00704,2026-06-05,Mumbai,Occasional
C00705,2026-05-01,Pune,Loyal
C00706,2026-02-25,Jaipur,Occasional
C00707,2026-06-02,Lucknow,New
C00708,2026-04-25,Mumbai,New
C00709,2026-05-25,Bengaluru,Loyal
C00710,2026-05-10,Delhi NCR,Occasional
C00711,2026-02-12,Delhi NCR,Occasional
C00712,2026-01-30,Pune,Occasional
C00713,2026-05-06,Bengaluru,Occasional
C00714,2026-01-15,Mumbai,Occasional
C00715,2026-04-27,Hyderabad,Occasional
C00716,2026-06-22,Jaipur,Occasional
C00717,2026-04-12,Delhi NCR,New
C00718,2026-02-25,Hyderabad,New
C00719,2026-03-30,Pune,Occasional
C00720,2026-01-16,Indore,New
C00721,2026-05-01,Bengaluru,New
C00722,2026-02-04,Jaipur,High Value
C00723,2026-06-15,Indore,New
C00724,2026-04-08,Mumbai,Loyal
C00725,2026-04-07,Mumbai,Occasional
C00726,2026-06-19,Lucknow,New
C00727,2026-03-31,Bengaluru,High Value
C00728,2026-04-11,Mumbai,Occasional
C00729,2026-02-27,Jaipur,Occasional
C00730,2026-03-18,Mumbai,Occasional
C00731,2026-04-19,Hyderabad,Loyal
C00732,2026-03-05,Mumbai,New
C00733,2026-02-18,Indore,Occasional
C00734,2026-01-29,Bengaluru,Occasional
C00735,2026-06-07,Jaipur,Loyal
C00736,2026-01-05,Delhi NCR,New
C00737,2026-06-02,Bengaluru,Occasional
C00738,2026-01-13,Delhi NCR,New
C00739,2026-04-23,Delhi NCR,New
C00740,2026-01-15,Bengaluru,High Value
C00741,2026-03-01,Jaipur,Occasional
C00742,2026-03-23,Hyderabad,Loyal
C00743,2026-03-24,Delhi NCR,Loyal
C00744,2026-06-19,Mumbai,New
C00745,2026-03-12,Bengaluru,Loyal
C00746,2026-02-14,Hyderabad,Occasional
C00747,2026-05-07,Bengaluru,New
C00748,2026-06-14,Pune,Loyal
C00749,2026-03-23,Pune,New
C00750,2026-03-18,Mumbai,Occasional
C00751,2026-05-02,Delhi NCR,New
C00752,2026-02-06,Jaipur,Loyal
C00753,2026-05-24,Mumbai,New
C00754,2026-05-16,Bengaluru,New
C00755,2026-02-22,Delhi NCR,New
C00756,2026-04-26,Lucknow,New
C00757,2026-02-18,Bengaluru,New
C00758,2026-06-04,Hyderabad,Loyal
C00759,2026-02-18,Jaipur,Occasional
C00760,2026-06-21,Hyderabad,Occasional
C00761,2026-03-27,Delhi NCR,Loyal
C00762,2026-02-24,Indore,High Value
C00763,2026-01-31,Pune,Occasional
C00764,2026-03-04,Pune,Occasional
C00765,2026-04-12,Lucknow,Occasional
C00766,2026-03-14,Mumbai,Occasional
C00767,2026-04-02,Delhi NCR,New
C00768,2026-05-08,Mumbai,Loyal
C00769,2026-05-01,Jaipur,New
C00770,2026-02-22,Mumbai,New
C00771,2026-05-25,Lucknow,Occasional
C00772,2026-01-05,Delhi NCR,Loyal
C00773,2026-05-29,Pune,New
C00774,2026-02-20,Delhi NCR,New
C00775,2026-03-04,Mumbai,Occasional
C00776,2026-06-25,Delhi NCR,Occasional
C00777,2026-05-06,Indore,Occasional
C00778,2026-05-06,Mumbai,Occasional
C00779,2026-04-01,Bengaluru,Occasional
C00780,2026-05-06,Bengaluru,Loyal
C00781,2026-06-14,Indore,Occasional
C00782,2026-01-20,Indore,Occasional
C00783,2026-01-02,Mumbai,Loyal
C00784,2026-03-01,Bengaluru,New
C00785,2026-02-25,Mumbai,New
C00786,2026-06-08,Hyderabad,Loyal
C00787,2026-05-04,Hyderabad,New
C00788,2026-05-17,Hyderabad,New
C00789,2026-05-16,Pune,Occasional
C00790,2026-03-15,Bengaluru,Loyal
C00791,2026-06-22,Mumbai,Loyal
C00792,2026-02-15,Bengaluru,New
C00793,2026-02-08,Delhi NCR,Occasional
C00794,2026-03-06,Jaipur,New
C00795,2026-04-12,Bengaluru,High Value
C00796,2026-04-28,Hyderabad,High Value
C00797,2026-02-27,Delhi NCR,Loyal
C00798,2026-01-21,Hyderabad,Loyal
C00799,2026-01-09,Bengaluru,New
C00800,2026-05-22,Mumbai,Occasional
C00801,2026-06-29,Bengaluru,Occasional
C00802,2026-04-22,Hyderabad,New
C00803,2026-01-25,Lucknow,Loyal
C00804,2026-02-28,Delhi NCR,Loyal
C00805,2026-05-26,Mumbai,New
C00806,2026-01-20,Pune,New
C00807,2026-05-20,Hyderabad,New
C00808,2026-03-22,Bengaluru,New
C00809,2026-02-06,Pune,Occasional
C00810,2026-04-12,Indore,New
C00811,2026-05-25,Delhi NCR,Loyal
C00812,2026-04-10,Pune,Occasional
C00813,2026-04-09,Pune,New
C00814,2026-06-26,Pune,Occasional
C00815,2026-03-30,Bengaluru,Occasional
C00816,2026-01-20,Delhi NCR,Occasional
C00817,2026-06-02,Mumbai,Loyal
C00818,2026-01-08,Hyderabad,Loyal
C00819,2026-04-26,Mumbai,New
C00820,2026-04-07,Mumbai,Occasional
C00821,2026-06-19,Mumbai,Loyal
C00822,2026-03-17,Jaipur,Occasional
C00823,2026-01-22,Delhi NCR,New
C00824,2026-06-12,Bengaluru,New
C00825,2026-04-03,Bengaluru,New
C00826,2026-03-20,Mumbai,Occasional
C00827,2026-01-27,Bengaluru,New
C00828,2026-04-25,Hyderabad,Occasional
C00829,2026-01-27,Bengaluru,New
C00830,2026-01-24,Hyderabad,Loyal
C00831,2026-04-09,Bengaluru,New
C00832,2026-01-22,Pune,Occasional
C00833,2026-03-04,Hyderabad,New
C00834,2026-04-08,Bengaluru,New
C00835,2026-03-10,Mumbai,New
C00836,2026-04-22,Delhi NCR,New
C00837,2026-01-20,Delhi NCR,Loyal
C00838,2026-06-10,Mumbai,Occasional
C00839,2026-04-28,Bengaluru,New
C00840,2026-04-12,Delhi NCR,Occasional
C00841,2026-03-26,Mumbai,Occasional
C00842,2026-06-16,Indore,New
C00843,2026-03-24,Hyderabad,Occasional
C00844,2026-05-03,Delhi NCR,High Value
C00845,2026-03-23,Delhi NCR,Occasional
C00846,2026-05-06,Indore,Loyal
C00847,2026-03-25,Mumbai,Loyal
C00848,2026-04-11,Delhi NCR,Loyal
C00849,2026-02-21,Hyderabad,Occasional
C00850,2026-06-24,Jaipur,New
C00851,2026-04-29,Indore,New
C00852,2026-03-16,Jaipur,New
C00853,2026-04-15,Pune,New
C00854,2026-03-19,Delhi NCR,Occasional
C00855,2026-04-19,Jaipur,New
C00856,2026-06-03,Mumbai,New
C00857,2026-05-10,Indore,Loyal
C00858,2026-04-18,Hyderabad,Loyal
C00859,2026-04-03,Pune,Loyal
C00860,2026-06-02,Hyderabad,New
C00861,2026-03-05,Hyderabad,New
C00862,2026-06-15,Hyderabad,Occasional
C00863,2026-06-15,Pune,New
C00864,2026-03-26,Indore,Occasional
C00865,2026-01-03,Bengaluru,New
C00866,2026-05-13,Hyderabad,Occasional
C00867,2026-02-26,Mumbai,New
C00868,2026-06-23,Hyderabad,Occasional
C00869,2026-03-30,Indore,Occasional
C00870,2026-03-17,Mumbai,High Value
C00871,2026-01-30,Jaipur,Occasional
C00872,2026-03-31,Delhi NCR,Occasional
C00873,2026-02-22,Mumbai,New
C00874,2026-01-25,Mumbai,Occasional
C00875,2026-03-23,Bengaluru,New
C00876,2026-01-30,Bengaluru,New
C00877,2026-01-28,Pune,New
C00878,2026-03-04,Mumbai,Occasional
C00879,2026-03-26,Hyderabad,High Value
C00880,2026-03-01,Jaipur,Occasional
C00881,2026-02-17,Hyderabad,Occasional
C00882,2026-01-08,Pune,Loyal
C00883,2026-04-26,Hyderabad,New
C00884,2026-02-24,Delhi NCR,Occasional
C00885,2026-01-17,Hyderabad,Loyal
C00886,2026-05-18,Bengaluru,New
C00887,2026-04-28,Bengaluru,Occasional
C00888,2026-05-06,Mumbai,Occasional
C00889,2026-06-02,Mumbai,New
C00890,2026-01-30,Delhi NCR,Loyal
C00891,2026-06-08,Bengaluru,Occasional
C00892,2026-03-18,Lucknow,Occasional
C00893,2026-06-22,Bengaluru,New
C00894,2026-03-20,Bengaluru,New
C00895,2026-02-06,Mumbai,New
C00896,2026-02-05,Hyderabad,Occasional
C00897,2026-05-05,Hyderabad,Occasional
C00898,2026-06-15,Indore,New
C00899,2026-02-12,Mumbai,New
C00900,2026-03-22,Lucknow,Occasional
C00901,2026-04-02,Indore,Occasional
C00902,2026-02-19,Jaipur,High Value
C00903,2026-05-10,Hyderabad,New
C00904,2026-05-06,Mumbai,Loyal
C00905,2026-05-06,Bengaluru,Occasional
C00906,2026-02-26,Delhi NCR,New
C00907,2026-05-18,Delhi NCR,Loyal
C00908,2026-05-25,Pune,Occasional
C00909,2026-05-21,Mumbai,Occasional
C00910,2026-03-10,Jaipur,Loyal
C00911,2026-04-04,Hyderabad,Occasional
C00912,2026-04-23,Hyderabad,High Value
C00913,2026-01-27,Pune,Occasional
C00914,2026-03-05,Delhi NCR,High Value
C00915,2026-04-26,Delhi NCR,Loyal
C00916,2026-01-23,Mumbai,High Value
C00917,2026-03-02,Delhi NCR,Occasional
C00918,2026-06-26,Delhi NCR,Occasional
C00919,2026-06-11,Mumbai,Occasional
C00920,2026-02-22,Jaipur,Loyal
C00921,2026-05-26,Delhi NCR,New
C00922,2026-05-18,Bengaluru,High Value
C00923,2026-03-16,Delhi NCR,New
C00924,2026-05-12,Indore,Occasional
C00925,2026-01-25,Bengaluru,Occasional
C00926,2026-04-16,Lucknow,High Value
C00927,2026-06-17,Bengaluru,Loyal
C00928,2026-03-05,Bengaluru,New
C00929,2026-03-05,Jaipur,Occasional
C00930,2026-05-06,Bengaluru,Occasional
C00931,2026-06-10,Mumbai,Occasional
C00932,2026-06-12,Jaipur,Occasional
C00933,2026-04-14,Mumbai,New
C00934,2026-04-05,Mumbai,Occasional
C00935,2026-05-29,Bengaluru,Loyal
C00936,2026-01-24,Pune,Occasional
C00937,2026-06-20,Pune,Loyal
C00938,2026-05-17,Mumbai,High Value
C00939,2026-02-24,Mumbai,New
C00940,2026-03-14,Delhi NCR,Occasional
C00941,2026-05-25,Lucknow,Loyal
C00942,2026-06-24,Jaipur,New
C00943,2026-06-10,Jaipur,Occasional
C00944,2026-02-01,Indore,New
C00945,2026-04-27,Bengaluru,High Value
C00946,2026-02-21,Indore,Loyal
C00947,2026-06-16,Delhi NCR,Loyal
C00948,2026-03-12,Bengaluru,New
C00949,2026-01-22,Mumbai,Loyal
C00950,2026-02-12,Bengaluru,Occasional
C00951,2026-06-29,Pune,Occasional
C00952,2026-01-24,Pune,New
C00953,2026-05-03,Bengaluru,Occasional
C00954,2026-05-13,Pune,New
C00955,2026-06-28,Delhi NCR,New
C00956,2026-04-19,Pune,Occasional
C00957,2026-02-28,Mumbai,Occasional
C00958,2026-01-27,Bengaluru,New
C00959,2026-03-18,Bengaluru,Loyal
C00960,2026-02-04,Hyderabad,Occasional
C00961,2026-01-18,Hyderabad,New
C00962,2026-06-16,Bengaluru,New
C00963,2026-02-24,Hyderabad,New
C00964,2026-04-16,Hyderabad,Occasional
C00965,2026-02-25,Bengaluru,New
C00966,2026-02-01,Hyderabad,New
C00967,2026-04-20,Delhi NCR,New
C00968,2026-03-12,Hyderabad,New
C00969,2026-06-03,Hyderabad,Occasional
C00970,2026-06-26,Bengaluru,Loyal
C00971,2026-03-19,Delhi NCR,Occasional
C00972,2026-02-18,Pune,New
C00973,2026-01-14,Jaipur,Loyal
C00974,2026-03-03,Mumbai,New
C00975,2026-05-08,Hyderabad,New
C00976,2026-01-04,Indore,Loyal
C00977,2026-02-03,Mumbai,Loyal
C00978,2026-04-18,Delhi NCR,Occasional
C00979,2026-05-01,Indore,Loyal
C00980,2026-01-05,Hyderabad,New
C00981,2026-02-25,Bengaluru,New
C00982,2026-04-12,Mumbai,Occasional
C00983,2026-05-09,Jaipur,Occasional
C00984,2026-04-13,Bengaluru,Occasional
C00985,2026-06-07,Bengaluru,New
C00986,2026-01-21,Mumbai,New
C00987,2026-02-09,Hyderabad,New
C00988,2026-06-12,Jaipur,Occasional
C00989,2026-06-14,Bengaluru,Occasional
C00990,2026-03-03,Bengaluru,New
C00991,2026-04-22,Bengaluru,Occasional
C00992,2026-01-15,Delhi NCR,Occasional
C00993,2026-02-14,Bengaluru,Occasional
C00994,2026-06-29,Bengaluru,Occasional
C00995,2026-03-30,Mumbai,Loyal
C00996,2026-03-08,Bengaluru,New
C00997,2026-03-10,Pune,New
C00998,2026-01-08,Delhi NCR,Occasional
C00999,2026-05-15,Bengaluru,Occasional
C01000,2026-05-28,Hyderabad,Occasional
C01001,2026-05-11,Delhi NCR,Occasional
C01002,2026-05-26,Bengaluru,New
C01003,2026-01-27,Lucknow,Occasional
C01004,2026-01-30,Delhi NCR,Occasional
C01005,2026-01-12,Lucknow,New
C01006,2026-01-12,Mumbai,New
C01007,2026-02-08,Bengaluru,High Value
C01008,2026-01-10,Hyderabad,Loyal
C01009,2026-06-17,Mumbai,New
C01010,2026-04-17,Lucknow,New
C01011,2026-01-20,Hyderabad,New
C01012,2026-06-22,Lucknow,New
C01013,2026-05-13,Indore,High Value
C01014,2026-01-18,Lucknow,Loyal
C01015,2026-03-21,Delhi NCR,Occasional
C01016,2026-01-03,Delhi NCR,New
C01017,2026-03-19,Pune,New
C01018,2026-04-05,Hyderabad,Occasional
C01019,2026-02-20,Pune,Occasional
C01020,2026-03-04,Bengaluru,Loyal
C01021,2026-01-07,Delhi NCR,New
C01022,2026-06-27,Lucknow,High Value
C01023,2026-01-01,Pune,New
C01024,2026-03-20,Bengaluru,Occasional
C01025,2026-03-02,Mumbai,High Value
C01026,2026-02-06,Pune,New
C01027,2026-03-01,Lucknow,Occasional
C01028,2026-06-29,Lucknow,Occasional
C01029,2026-01-22,Hyderabad,Occasional
C01030,2026-06-13,Jaipur,New
C01031,2026-05-26,Bengaluru,Occasional
C01032,2026-02-03,Delhi NCR,New
C01033,2026-03-22,Indore,New
C01034,2026-03-25,Delhi NCR,New
C01035,2026-01-20,Indore,New
C01036,2026-05-30,Bengaluru,New
C01037,2026-04-26,Mumbai,New
C01038,2026-05-18,Delhi NCR,Loyal
C01039,2026-04-26,Delhi NCR,New
C01040,2026-01-31,Bengaluru,Loyal
C01041,2026-03-19,Jaipur,Occasional
C01042,2026-01-11,Delhi NCR,Loyal
C01043,2026-02-07,Bengaluru,New
C01044,2026-04-02,Mumbai,New
C01045,2026-03-18,Delhi NCR,High Value
C01046,2026-01-08,Indore,Loyal
C01047,2026-05-23,Pune,New
C01048,2026-04-29,Bengaluru,Loyal
C01049,2026-02-01,Bengaluru,Loyal
C01050,2026-02-26,Bengaluru,Loyal
C01051,2026-04-06,Pune,Loyal
C01052,2026-01-22,Hyderabad,New
C01053,2026-01-20,Bengaluru,New
C01054,2026-06-15,Mumbai,New
C01055,2026-03-26,Bengaluru,Loyal
C01056,2026-01-13,Bengaluru,Occasional
C01057,2026-04-12,Mumbai,New
C01058,2026-04-20,Bengaluru,New
C01059,2026-02-17,Delhi NCR,Occasional
C01060,2026-02-08,Bengaluru,Occasional
C01061,2026-03-04,Hyderabad,Occasional
C01062,2026-05-21,Mumbai,New
C01063,2026-04-09,Bengaluru,New
C01064,2026-05-15,Delhi NCR,High Value
C01065,2026-05-20,Jaipur,High Value
C01066,2026-04-02,Mumbai,Loyal
C01067,2026-03-30,Lucknow,Occasional
C01068,2026-04-10,Delhi NCR,New
C01069,2026-06-02,Delhi NCR,Loyal
C01070,2026-03-13,Bengaluru,High Value
C01071,2026-05-16,Delhi NCR,Occasional
C01072,2026-03-01,Indore,New
C01073,2026-06-18,Delhi NCR,Occasional
C01074,2026-01-15,Jaipur,Loyal
C01075,2026-05-28,Lucknow,Loyal
C01076,2026-04-01,Indore,High Value
C01077,2026-02-14,Bengaluru,Occasional
C01078,2026-06-28,Delhi NCR,Occasional
C01079,2026-06-29,Delhi NCR,Occasional
C01080,2026-02-06,Hyderabad,New
C01081,2026-05-07,Hyderabad,New
C01082,2026-01-10,Bengaluru,New
C01083,2026-02-26,Bengaluru,Occasional
C01084,2026-03-26,Lucknow,New
C01085,2026-02-03,Delhi NCR,New
C01086,2026-03-24,Bengaluru,New
C01087,2026-02-06,Jaipur,Loyal
C01088,2026-04-04,Indore,New
C01089,2026-06-19,Mumbai,New
C01090,2026-03-19,Delhi NCR,High Value
C01091,2026-04-22,Jaipur,High Value
C01092,2026-06-16,Delhi NCR,Occasional
C01093,2026-05-24,Pune,Loyal
C01094,2026-04-02,Delhi NCR,Occasional
C01095,2026-02-14,Mumbai,Occasional
C01096,2026-03-17,Bengaluru,Occasional
C01097,2026-06-29,Indore,New
C01098,2026-05-26,Bengaluru,Occasional
C01099,2026-06-06,Delhi NCR,Occasional
C01100,2026-05-08,Bengaluru,Occasional
C01101,2026-03-02,Delhi NCR,New
C01102,2026-06-12,Lucknow,New
C01103,2026-06-21,Hyderabad,Loyal
C01104,2026-04-25,Bengaluru,New
C01105,2026-06-27,Bengaluru,New
C01106,2026-01-28,Pune,New
C01107,2026-04-23,Pune,High Value
C01108,2026-04-16,Mumbai,New
C01109,2026-05-20,Mumbai,Loyal
C01110,2026-05-28,Hyderabad,Occasional
C01111,2026-02-11,Mumbai,Loyal
C01112,2026-01-09,Delhi NCR,New
C01113,2026-01-27,Bengaluru,New
C01114,2026-04-07,Bengaluru,New
C01115,2026-01-24,Delhi NCR,High Value
C01116,2026-05-04,Pune,Occasional
C01117,2026-06-17,Bengaluru,Loyal
C01118,2026-02-10,Bengaluru,New
C01119,2026-02-18,Mumbai,Occasional
C01120,2026-05-19,Delhi NCR,New
C01121,2026-03-02,Bengaluru,New
C01122,2026-05-21,Jaipur,New
C01123,2026-04-03,Bengaluru,New
C01124,2026-06-19,Hyderabad,Occasional
C01125,2026-01-25,Bengaluru,New
C01126,2026-03-16,Indore,Occasional
C01127,2026-01-30,Delhi NCR,New
C01128,2026-05-06,Lucknow,New
C01129,2026-06-14,Hyderabad,New
C01130,2026-04-08,Delhi NCR,Occasional
C01131,2026-03-09,Mumbai,New
C01132,2026-03-10,Hyderabad,New
C01133,2026-06-28,Pune,New
C01134,2026-03-30,Jaipur,New
C01135,2026-05-31,Delhi NCR,New
C01136,2026-04-10,Jaipur,New
C01137,2026-05-18,Pune,Loyal
C01138,2026-05-27,Lucknow,Occasional
C01139,2026-01-21,Mumbai,Loyal
C01140,2026-01-09,Mumbai,Loyal
C01141,2026-05-27,Pune,Occasional
C01142,2026-01-31,Indore,Occasional
C01143,2026-02-12,Indore,Loyal
C01144,2026-02-02,Bengaluru,New
C01145,2026-06-24,Mumbai,High Value
C01146,2026-06-10,Bengaluru,Occasional
C01147,2026-03-23,Lucknow,Loyal
C01148,2026-01-18,Bengaluru,Occasional
C01149,2026-05-22,Delhi NCR,New
C01150,2026-04-28,Lucknow,New
C01151,2026-06-29,Hyderabad,Occasional
C01152,2026-04-18,Bengaluru,New
C01153,2026-05-26,Hyderabad,Occasional
C01154,2026-01-26,Indore,Occasional
C01155,2026-01-26,Jaipur,Loyal
C01156,2026-03-30,Lucknow,New
C01157,2026-06-17,Mumbai,Occasional
C01158,2026-01-10,Bengaluru,New
C01159,2026-06-08,Hyderabad,Occasional
C01160,2026-01-10,Mumbai,Loyal
C01161,2026-06-26,Delhi NCR,Occasional
C01162,2026-03-10,Lucknow,New
C01163,2026-03-19,Delhi NCR,Loyal
C01164,2026-06-28,Pune,High Value
C01165,2026-02-28,Bengaluru,High Value
C01166,2026-04-24,Jaipur,New
C01167,2026-04-17,Hyderabad,New
C01168,2026-04-24,Delhi NCR,Loyal
C01169,2026-05-05,Pune,Loyal
C01170,2026-01-15,Mumbai,New
C01171,2026-03-21,Pune,New
C01172,2026-05-15,Lucknow,New
C01173,2026-02-19,Lucknow,New
C01174,2026-01-15,Delhi NCR,Occasional
C01175,2026-04-03,Pune,New
C01176,2026-04-29,Mumbai,Occasional
C01177,2026-02-01,Pune,New
C01178,2026-05-06,Hyderabad,New
C01179,2026-05-02,Hyderabad,New
C01180,2026-02-11,Jaipur,New
C01181,2026-06-26,Bengaluru,New
C01182,2026-01-13,Bengaluru,Occasional
C01183,2026-02-24,Lucknow,Occasional
C01184,2026-06-23,Delhi NCR,Occasional
C01185,2026-05-12,Bengaluru,Loyal
C01186,2026-06-24,Bengaluru,Loyal
C01187,2026-06-15,Bengaluru,Loyal
C01188,2026-02-27,Delhi NCR,Loyal
C01189,2026-03-20,Pune,Occasional
C01190,2026-03-12,Mumbai,New
C01191,2026-03-31,Mumbai,New
C01192,2026-03-19,Pune,Loyal
C01193,2026-04-12,Hyderabad,New
C01194,2026-06-19,Indore,Loyal
C01195,2026-05-24,Hyderabad,Occasional
C01196,2026-03-18,Pune,Occasional
C01197,2026-03-28,Indore,Occasional
C01198,2026-03-12,Delhi NCR,Occasional
C01199,2026-06-16,Delhi NCR,New
C01200,2026-03-03,Lucknow,Loyal
C01201,2026-06-03,Mumbai,New
C01202,2026-02-05,Pune,Occasional
C01203,2026-03-17,Delhi NCR,New
C01204,2026-04-10,Pune,Occasional
C01205,2026-05-27,Jaipur,New
C01206,2026-02-26,Pune,Occasional
C01207,2026-05-02,Lucknow,Occasional
C01208,2026-05-10,Delhi NCR,New
C01209,2026-06-18,Lucknow,New
C01210,2026-01-25,Mumbai,Occasional
C01211,2026-05-24,Jaipur,New
C01212,2026-06-24,Lucknow,Occasional
C01213,2026-02-26,Delhi NCR,Occasional
C01214,2026-03-20,Mumbai,Loyal
C01215,2026-04-06,Delhi NCR,New
C01216,2026-01-31,Mumbai,Loyal
C01217,2026-05-30,Hyderabad,Occasional
C01218,2026-05-01,Lucknow,Occasional
C01219,2026-06-24,Mumbai,New
C01220,2026-01-14,Lucknow,New
C01221,2026-02-21,Delhi NCR,High Value
C01222,2026-04-28,Bengaluru,Loyal
C01223,2026-02-16,Jaipur,Occasional
C01224,2026-06-11,Indore,New
C01225,2026-01-15,Bengaluru,New
C01226,2026-02-13,Hyderabad,New
C01227,2026-01-23,Bengaluru,Occasional
C01228,2026-04-20,Mumbai,High Value
C01229,2026-04-09,Bengaluru,Occasional
C01230,2026-04-06,Indore,Loyal
C01231,2026-05-16,Delhi NCR,Occasional
C01232,2026-06-10,Pune,New
C01233,2026-03-30,Delhi NCR,New
C01234,2026-05-09,Hyderabad,New
C01235,2026-01-12,Delhi NCR,New
C01236,2026-05-14,Hyderabad,New
C01237,2026-06-25,Indore,New
C01238,2026-05-06,Delhi NCR,New
C01239,2026-04-14,Bengaluru,New
C01240,2026-02-03,Delhi NCR,New
C01241,2026-05-10,Bengaluru,New
C01242,2026-06-16,Jaipur,New
C01243,2026-06-13,Delhi NCR,Occasional
C01244,2026-01-13,Hyderabad,New
C01245,2026-01-28,Hyderabad,New
C01246,2026-06-26,Bengaluru,Occasional
C01247,2026-02-01,Hyderabad,Occasional
C01248,2026-02-09,Delhi NCR,Occasional
C01249,2026-01-03,Delhi NCR,Occasional
C01250,2026-06-19,Mumbai,Occasional
C01251,2026-06-29,Bengaluru,Loyal
C01252,2026-01-27,Mumbai,Occasional
C01253,2026-03-14,Bengaluru,New
C01254,2026-02-20,Hyderabad,Loyal
C01255,2026-05-14,Indore,New
C01256,2026-04-15,Delhi NCR,New
C01257,2026-05-08,Lucknow,Occasional
C01258,2026-05-04,Delhi NCR,New
C01259,2026-06-21,Bengaluru,New
C01260,2026-05-27,Pune,New
C01261,2026-01-24,Jaipur,New
C01262,2026-01-26,Lucknow,Occasional
C01263,2026-04-27,Indore,New
C01264,2026-04-29,Bengaluru,Loyal
C01265,2026-01-11,Lucknow,New
C01266,2026-06-23,Delhi NCR,Occasional
C01267,2026-01-25,Lucknow,Loyal
C01268,2026-01-03,Lucknow,Occasional
C01269,2026-02-13,Delhi NCR,Loyal
C01270,2026-06-09,Delhi NCR,Occasional
C01271,2026-04-06,Jaipur,New
C01272,2026-04-13,Mumbai,Occasional
C01273,2026-04-09,Pune,Occasional
C01274,2026-04-18,Hyderabad,Loyal
C01275,2026-01-29,Bengaluru,Occasional
C01276,2026-02-10,Bengaluru,Loyal
C01277,2026-05-04,Jaipur,Occasional
C01278,2026-02-16,Hyderabad,Loyal
C01279,2026-06-06,Bengaluru,Occasional
C01280,2026-02-03,Mumbai,Occasional
C01281,2026-04-16,Mumbai,New
C01282,2026-06-17,Delhi NCR,Occasional
C01283,2026-06-23,Mumbai,Occasional
C01284,2026-05-25,Delhi NCR,High Value
C01285,2026-03-28,Mumbai,Occasional
C01286,2026-06-08,Bengaluru,Occasional
C01287,2026-03-05,Mumbai,Occasional
C01288,2026-06-14,Mumbai,Loyal
C01289,2026-05-23,Lucknow,Occasional
C01290,2026-01-03,Hyderabad,New
C01291,2026-05-01,Lucknow,Loyal
C01292,2026-01-20,Pune,New
C01293,2026-03-26,Indore,New
C01294,2026-02-27,Hyderabad,New
C01295,2026-03-02,Bengaluru,Occasional
C01296,2026-05-27,Mumbai,Loyal
C01297,2026-04-25,Delhi NCR,High Value
C01298,2026-06-17,Bengaluru,New
C01299,2026-01-10,Hyderabad,New
C01300,2026-01-24,Jaipur,High Value
C01301,2026-06-13,Delhi NCR,Occasional
C01302,2026-02-22,Hyderabad,Occasional
C01303,2026-03-29,Delhi NCR,New
C01304,2026-02-27,Lucknow,New
C01305,2026-06-08,Hyderabad,Occasional
C01306,2026-04-04,Pune,New
C01307,2026-06-18,Delhi NCR,New
C01308,2026-06-12,Indore,New
C01309,2026-05-14,Mumbai,New
C01310,2026-02-12,Mumbai,Loyal
C01311,2026-04-15,Bengaluru,Occasional
C01312,2026-02-18,Bengaluru,Loyal
C01313,2026-02-25,Mumbai,Loyal
C01314,2026-03-28,Bengaluru,New
C01315,2026-06-12,Jaipur,Occasional
C01316,2026-04-26,Mumbai,Occasional
C01317,2026-05-10,Bengaluru,Occasional
C01318,2026-05-16,Pune,Occasional
C01319,2026-04-21,Jaipur,Occasional
C01320,2026-05-11,Jaipur,Loyal
C01321,2026-06-27,Hyderabad,Occasional
C01322,2026-02-02,Bengaluru,Occasional
C01323,2026-06-05,Lucknow,Occasional
C01324,2026-04-09,Mumbai,Occasional
